Geneid	EDLARFE1	EDLARFE2	EDLARFE3	EDLARME1	EDLARME2	EDLARME3	EDLCIBFE1	EDLCIBFE2	EDLCIBFE3	EDLCIBME1	EDLCIBME2	EDLCIBME3	EDLCR6H1	EDLCR6H2	EDLCR6H3	EDLM9FE1	EDLM9FE2	EDLM9FE3	EDLM9ME1	EDLM9ME2	EDLM9ME3	MC2ARFE1	MC2ARFE2	MC2ARFE3
EDL933_RS01045	13	27	35	76	73	30	322	159	1181	130	161	148	868	908	202	512	299	2051	1125	934	569	93	66	86
EDL933_RS01050	8	20	24	49	58	17	254	96	654	108	94	75	416	543	138	439	232	1631	1396	1027	666	54	31	49
EDL933_RS01055	580042	378747	1186872	1301340	617563	446958	1167761	719610	1306266	686650	1385505	913733	1867009	1232607	1127269	898970	894589	4600410	1214535	1123406	823666	1607673	882576	945641
EDL933_RS01060	743	792	1004	1805	1884	903	6441	1994	13982	2302	2115	1259	1495	4627	2297	6703	2972	11403	3209	2446	3470	827	448	423
EDL933_RS01065	87	125	333	213	236	198	561	53	144	722	80	235	141	201	226	194	196	1339	1040	796	521	255	153	168
EDL933_RS01070	40	101	159	87	112	101	200	69	391	540	323	239	336	411	103	83	52	479	464	311	110	128	85	104
EDL933_RS01075	23	51	98	52	81	78	121	49	417	351	259	176	333	441	71	99	59	476	474	264	119	81	65	103
EDL933_RS01080	98	198	584	295	298	258	611	388	5734	424	576	386	5686	5243	472	1604	1365	7563	914	961	433	855	687	843
EDL933_RS01085	45	74	214	93	108	97	287	115	2632	314	93	82	3342	2972	185	651	589	3090	659	514	230	343	252	300
EDL933_RS01090	330	287	1209	359	479	300	1484	357	1658	863	509	454	1858	2089	839	2387	1484	8674	3156	2975	1705	1448	1069	1103
EDL933_RS01095	81	143	324	156	158	101	583	149	551	587	317	277	420	518	253	310	282	1496	402	420	190	439	239	318
EDL933_RS01100	63	106	302	188	171	120	361	150	655	629	283	322	520	565	220	315	231	1283	449	581	241	383	333	312
EDL933_RS01105	79	124	331	208	242	188	448	136	881	629	228	308	540	668	210	325	245	1520	487	610	278	461	347	338
EDL933_RS01110	72	167	401	247	259	186	463	175	1380	529	195	286	968	1190	238	401	330	1852	745	736	356	544	400	428
EDL933_RS01115	3	4	17	19	8	19	36	11	86	50	7	8	49	77	21	25	11	155	57	80	30	27	20	22
EDL933_RS01120	5	18	23	23	23	28	47	4	86	154	8	25	115	111	24	17	14	108	125	89	23	42	6	23
EDL933_RS01125	0	3	7	3	0	1	5	2	24	16	0	2	33	32	3	3	3	8	12	6	6	8	0	4
EDL933_RS01130	0	3	11	6	2	2	9	2	33	33	3	7	36	46	5	3	2	24	16	6	5	17	11	5
EDL933_RS01135	1	7	9	5	9	2	5	2	31	36	4	2	50	48	1	3	5	22	17	15	3	18	13	20
EDL933_RS01140	3	13	15	10	9	7	7	7	28	16	3	3	40	39	7	6	9	35	19	12	6	50	23	36
EDL933_RS01145	20	15	63	21	21	34	36	15	104	44	17	30	138	90	33	36	38	208	49	48	28	122	76	68
EDL933_RS01150	19	20	81	28	37	53	128	21	158	94	31	55	184	195	54	56	61	361	68	85	33	226	157	147
EDL933_RS01155	3	15	25	23	15	19	41	7	72	31	16	16	57	72	10	39	23	155	40	41	14	72	43	45
EDL933_RS01160	15	17	25	16	16	13	45	9	66	34	14	17	31	44	6	24	11	126	28	31	19	60	25	34
EDL933_RS01165	14	13	31	20	24	18	58	19	76	34	18	18	39	64	19	16	20	168	31	38	21	67	28	38
EDL933_RS01170	42	61	124	66	67	73	220	55	245	118	56	83	188	241	91	96	68	594	94	111	63	154	119	121
EDL933_RS01175	16	21	67	36	27	25	88	17	110	33	17	30	100	132	13	35	30	239	53	45	28	62	42	50
EDL933_RS01180	31	19	79	38	49	30	145	38	241	81	36	44	245	231	56	65	42	373	101	95	49	82	55	79
EDL933_RS01185	13	5	38	15	17	12	58	9	83	26	5	16	79	72	14	11	9	100	29	28	14	39	25	37
EDL933_RS01190	19	17	81	32	33	39	86	25	147	45	21	31	110	124	46	35	42	269	65	47	30	60	32	53
EDL933_RS01195	15	13	65	13	14	19	108	22	125	49	23	26	95	117	41	31	32	238	51	47	30	46	27	42
EDL933_RS01200	14	28	86	52	51	28	114	34	270	59	53	43	304	331	85	109	95	525	123	106	64	56	43	60
EDL933_RS01205	8	6	17	12	17	22	40	11	111	23	8	12	155	173	23	37	20	233	32	49	27	26	13	27
EDL933_RS01210	43	58	135	105	92	81	205	80	580	109	43	65	718	819	168	118	108	742	148	145	86	127	79	86
EDL933_RS01215	16	23	54	26	27	20	80	43	243	43	24	32	279	309	58	43	28	239	48	61	35	43	16	36
EDL933_RS01220	15	28	82	38	41	56	99	49	465	50	28	29	544	553	85	82	54	318	74	98	46	76	28	46
EDL933_RS01225	14	7	27	9	4	3	10	1	34	8	3	1	61	45	9	5	4	20	8	13	3	9	6	5
EDL933_RS01230	40	43	136	68	69	52	144	15	114	94	40	29	135	152	57	37	42	320	88	73	49	57	39	30
EDL933_RS01235	1	0	17	3	3	2	10	2	29	9	4	2	32	43	2	1	7	51	22	6	7	12	11	3
EDL933_RS01240	38	50	184	36	43	40	83	33	123	49	17	29	109	120	55	46	41	314	59	60	32	94	87	77
EDL933_RS01245	141	243	592	317	365	296	978	351	3602	965	263	452	4263	4737	592	1341	1172	5564	1944	1512	671	668	489	511
EDL933_RS01250	127	375	669	425	484	395	1535	456	5206	1353	279	548	7015	7335	736	2363	1994	8952	3501	2997	1109	792	479	528
EDL933_RS01255	28	116	170	87	117	87	353	71	1412	295	55	81	2067	1782	128	469	375	1984	954	906	265	224	159	153
EDL933_RS01260	3	11	38	15	14	8	27	1	177	59	6	12	361	339	11	29	21	103	85	46	19	23	16	24
EDL933_RS01265	12	31	61	23	49	22	94	12	204	115	21	25	367	405	42	70	46	288	155	127	41	69	49	71
EDL933_RS01270	13	28	134	41	65	48	167	29	586	139	41	63	744	912	81	129	95	614	236	188	84	133	103	118
EDL933_RS01275	0	12	37	15	23	17	39	10	183	60	14	36	298	426	12	23	16	66	71	44	26	32	17	42
EDL933_RS01280	11	58	79	52	55	54	80	20	335	128	42	70	421	517	47	35	28	140	112	128	48	105	54	64
EDL933_RS01285	14	37	70	23	48	41	66	9	332	103	22	34	397	389	37	57	57	224	167	115	37	86	57	68
EDL933_RS01290	8	24	56	48	32	39	72	39	196	127	154	86	191	225	81	115	111	689	87	114	64	93	69	68
EDL933_RS01295	61	243	501	442	594	293	787	221	2493	534	275	390	1891	2657	493	275	453	2460	313	466	379	768	425	536
EDL933_RS01300	40	70	153	140	113	109	209	73	430	1040	173	331	545	608	152	145	184	901	117	171	70	335	205	258
EDL933_RS01305	164	337	586	586	485	473	721	259	859	1868	1172	1132	549	735	439	450	425	2624	703	947	440	813	607	632
EDL933_RS01310	162	334	618	504	512	406	706	195	1283	1277	577	607	1055	1123	454	583	503	3625	928	1068	478	904	635	598
EDL933_RS01315	218	472	1131	507	776	389	803	234	2690	814	307	363	2053	2186	628	1029	752	4948	1584	1545	689	1240	755	950
EDL933_RS01320	42	101	255	142	115	109	580	171	1859	348	145	164	2012	1938	389	407	325	1916	910	775	262	257	153	214
EDL933_RS01325	59	121	280	141	159	124	573	189	1690	336	179	183	1705	1756	431	398	384	1972	878	718	319	271	145	230
EDL933_RS01330	6	7	27	21	9	9	44	21	139	50	23	32	142	160	32	36	30	159	34	37	24	37	31	24
EDL933_RS01340	4	18	28	19	27	18	28	14	147	49	24	23	122	133	23	62	59	244	38	55	18	51	31	39
EDL933_RS01345	0	3	16	4	4	4	12	7	29	11	4	3	43	29	0	6	6	46	12	12	9	6	5	4
EDL933_RS01350	35	42	96	106	86	54	229	86	737	216	79	158	728	692	155	113	100	549	148	201	98	141	108	85
EDL933_RS01355	17	14	44	28	40	28	114	18	368	162	35	67	416	418	62	58	42	318	94	117	38	42	47	36
EDL933_RS01360	3	14	32	22	23	29	107	19	297	128	32	52	380	394	47	47	39	293	100	122	32	45	42	35
EDL933_RS01365	2	14	11	3	14	7	47	12	174	71	2	33	228	262	39	35	19	108	43	74	19	42	10	27
EDL933_RS01370	3	2	4	0	2	2	11	1	39	28	1	2	56	100	5	8	3	37	24	10	2	2	4	3
EDL933_RS01375	45	74	115	156	153	105	280	77	370	526	165	167	410	489	177	166	139	806	177	225	106	298	198	208
EDL933_RS01380	888	1574	2798	3765	2930	3019	5341	1914	4165	10043	6738	6551	3337	3747	2708	1705	1583	10297	1746	2411	1164	4793	3433	3529
EDL933_RS01385	115	289	615	273	460	353	456	176	1118	434	93	251	1055	1122	342	134	116	893	987	1263	647	517	261	319
EDL933_RS01390	100	181	385	326	338	258	630	215	3593	643	368	368	3355	3491	397	513	441	2823	770	765	325	515	392	431
EDL933_RS01395	299	460	1140	769	862	752	1572	419	1451	2208	1555	885	1499	1600	492	1130	1023	7703	691	879	442	2410	1521	1633
EDL933_RS01400	9	17	65	69	43	45	96	34	154	126	32	68	219	224	28	126	117	761	92	104	45	151	84	93
EDL933_RS01405	182	276	593	388	407	352	802	139	1060	1047	466	678	823	926	452	635	635	4148	746	935	346	755	542	622
EDL933_RS01410	163	259	629	436	410	369	1023	191	887	1138	493	929	894	1052	601	880	796	5414	959	1045	407	848	612	636
EDL933_RS01415	21	23	105	24	40	42	98	29	172	165	12	32	180	296	70	93	77	429	261	221	114	89	96	83
EDL933_RS01420	79	114	349	128	194	152	351	86	534	581	93	188	695	996	263	413	230	1377	1158	909	340	314	298	304
EDL933_RS01425	15	33	81	30	59	50	89	17	144	179	34	85	189	278	58	102	54	322	333	260	73	81	72	81
EDL933_RS01430	51	90	195	95	102	115	210	77	664	146	45	113	897	841	161	561	503	2291	651	499	220	8	4	1
EDL933_RS01435	634	807	2414	1245	1320	798	3763	1176	6390	2190	1579	1933	6151	6199	2429	6373	4623	27526	5408	4152	1863	8	23	16
EDL933_RS01440	2	19	22	9	16	5	26	4	26	47	13	11	32	23	26	15	13	57	20	16	5	0	0	0
EDL933_RS01445	2	10	29	5	17	10	11	11	52	47	8	6	41	62	7	5	9	52	20	19	13	0	0	0
EDL933_RS01455	2	3	6	9	6	21	17	1	14	20	7	12	26	22	3	7	10	58	11	19	4	0	0	0
EDL933_RS01460	0	23	27	8	11	25	30	9	42	24	8	9	46	64	11	17	21	101	25	22	14	4	1	8
EDL933_RS01465	3	17	23	10	7	11	20	13	41	13	12	5	32	51	8	18	22	126	30	20	14	24	9	9
EDL933_RS01470	9	18	17	6	5	12	12	10	24	25	8	3	35	55	11	13	18	95	24	25	10	31	12	9
EDL933_RS01475	6	17	11	4	7	11	19	10	19	31	4	4	33	71	7	6	18	88	24	17	10	25	18	6
EDL933_RS01480	10	16	40	22	32	24	45	6	118	36	12	23	159	145	20	39	37	244	150	113	45	37	25	50
EDL933_RS01485	222	572	875	936	904	735	1326	258	1174	1643	362	958	1027	1272	561	704	573	3540	1788	1841	1077	1234	821	970
EDL933_RS01490	13	17	54	20	16	29	152	61	451	227	106	380	420	684	95	648	815	2920	803	655	227	85	60	82
EDL933_RS01495	5	12	16	9	13	15	38	8	132	37	8	40	116	182	17	111	139	624	158	108	31	47	20	31
EDL933_RS01500	5	0	10	3	3	8	14	3	57	16	5	13	66	88	6	32	24	80	50	31	9	23	11	14
EDL933_RS01505	54	110	337	166	145	113	291	105	1303	245	83	177	1158	1506	211	452	470	1927	369	314	128	456	277	346
EDL933_RS01510	22	35	131	117	52	45	141	46	533	101	36	96	470	645	100	171	203	716	139	118	61	158	106	106
EDL933_RS01515	1	3	15	25	8	8	34	8	138	11	5	12	147	185	20	31	31	128	38	16	3	26	15	23
EDL933_RS01520	5	7	13	9	4	8	17	5	47	11	4	6	92	97	10	12	16	48	24	7	1	16	10	16
EDL933_RS01525	4	4	16	2	3	10	16	4	38	12	0	4	65	60	7	7	5	28	15	8	1	16	7	10
EDL933_RS01530	0	2	6	2	2	10	4	4	8	5	2	4	22	21	2	2	2	8	3	6	1	11	2	2
EDL933_RS01535	0	7	6	0	2	5	8	2	9	5	0	3	19	14	1	0	1	5	9	3	2	10	1	4
EDL933_RS01540	1	14	30	16	26	15	47	3	254	46	16	33	327	271	12	43	47	241	33	43	20	55	29	36
EDL933_RS01545	4	12	35	19	15	12	53	8	125	50	31	47	115	144	25	47	41	286	50	45	27	44	31	35
EDL933_RS01550	5	4	13	16	11	11	10	10	116	18	12	19	93	115	11	19	16	101	32	27	7	22	23	23
EDL933_RS01555	2	3	17	0	4	5	33	5	61	26	0	2	77	74	14	6	23	63	44	21	5	8	4	2
EDL933_RS01560	1	7	14	4	6	9	52	6	49	44	9	5	112	79	18	16	15	73	27	20	23	3	2	4
EDL933_RS01565	5	10	40	13	24	28	88	7	105	95	3	28	144	141	39	47	27	164	81	48	42	19	9	23
EDL933_RS01570	7	13	37	5	14	23	66	5	91	65	10	18	81	111	24	31	20	170	64	41	16	24	18	17
EDL933_RS01575	9	17	73	21	34	38	113	12	150	80	31	30	128	154	40	57	47	391	86	79	36	53	30	31
EDL933_RS01580	42	53	178	69	95	99	415	64	442	198	68	71	464	450	147	212	169	1187	285	262	116	141	87	101
EDL933_RS01585	73	162	347	151	194	130	259	20	407	620	102	262	461	534	106	76	56	374	525	592	225	232	112	174
EDL933_RS01590	12	21	22	28	28	31	50	15	130	100	40	26	92	101	11	58	49	247	82	63	35	66	35	44
EDL933_RS01595	7	2	11	11	15	23	8	8	57	17	4	11	48	53	5	44	24	140	22	21	15	50	15	39
EDL933_RS01600	0	1	5	1	2	6	3	2	35	13	1	0	34	35	0	0	1	3	3	6	2	2	2	11
EDL933_RS01605	18	26	88	48	46	42	103	57	1957	156	59	98	1815	1937	94	104	91	521	167	149	72	110	68	97
EDL933_RS01610	9	12	28	17	23	23	37	11	135	26	21	28	104	94	13	27	16	74	25	21	11	23	19	22
EDL933_RS01615	5	19	14	13	18	13	35	12	152	32	4	31	140	164	20	52	36	214	50	40	16	36	64	31
EDL933_RS01620	10	15	28	14	27	21	43	17	147	23	15	20	137	146	36	58	49	337	51	37	12	136	119	98
EDL933_RS01625	20	16	65	14	19	25	96	28	169	34	14	16	202	262	65	39	64	417	37	33	23	193	115	168
EDL933_RS01630	0	1	30	8	5	19	26	11	148	14	4	3	293	250	18	31	20	168	10	18	9	54	52	54
EDL933_RS01635	1	3	15	6	9	11	32	7	195	12	6	9	302	325	21	31	19	157	9	22	19	46	48	40
EDL933_RS01640	51	186	214	423	348	553	991	88	1021	193	178	169	734	1060	342	1578	1548	10575	868	1204	771	331	232	278
EDL933_RS01645	6	6	15	7	11	28	45	14	321	9	7	7	266	384	19	138	131	840	169	132	105	41	20	29
EDL933_RS01650	11	41	65	40	38	28	119	31	269	72	29	29	319	345	36	154	149	2367	435	363	342	109	64	99
EDL933_RS01655	45	85	142	60	91	38	207	37	601	128	43	75	640	610	97	254	261	4585	867	843	712	246	100	183
EDL933_RS01660	67	84	229	121	118	93	201	22	225	177	30	60	234	244	70	407	386	11278	1375	1719	1754	281	109	172
EDL933_RS01665	49	41	94	77	71	55	92	5	61	105	13	17	76	88	30	218	166	7748	902	1404	1250	135	54	93
EDL933_RS01670	93	101	262	240	185	130	183	33	194	245	30	54	159	191	62	403	354	15813	1877	2843	2493	199	102	147
EDL933_RS01675	21	56	122	88	108	38	85	17	173	162	27	43	155	218	32	393	332	10291	2425	2590	2055	95	39	96
EDL933_RS01680	1	11	5	14	12	12	33	8	82	84	10	22	116	149	22	14	14	113	37	39	20	33	13	20
EDL933_RS01685	5	18	19	35	29	38	58	25	122	136	51	66	78	142	38	32	27	116	47	55	30	54	40	45
EDL933_RS01690	5	22	22	41	43	39	81	25	166	180	91	90	103	163	53	53	33	194	91	71	36	72	57	53
EDL933_RS01695	4	10	29	13	22	16	36	11	142	26	12	21	102	161	23	54	37	244	57	37	18	240	166	208
EDL933_RS01700	6	14	34	20	19	14	44	16	167	32	13	27	152	161	20	76	62	338	66	50	22	188	132	174
EDL933_RS01705	21	92	158	95	121	111	256	115	1029	291	121	218	722	936	171	337	313	1653	350	288	131	380	336	345
EDL933_RS01715	0	4	7	1	3	6	32	0	85	12	2	2	73	81	4	10	17	60	29	29	17	11	11	15
EDL933_RS01720	8	36	42	16	27	29	91	12	197	65	27	21	143	196	35	45	48	514	65	96	65	67	45	47
EDL933_RS01725	19	48	91	44	59	31	217	56	570	142	23	57	441	646	53	197	163	1077	225	280	139	116	44	63
EDL933_RS01730	23	74	105	93	105	104	333	77	292	841	268	478	286	364	149	83	59	390	156	182	128	128	55	99
EDL933_RS01740	54	67	159	92	125	111	220	64	431	207	78	106	394	394	134	175	197	978	218	171	96	228	156	165
EDL933_RS01745	24	22	70	60	46	37	147	46	436	148	66	75	505	508	54	175	182	990	162	170	113	139	87	85
EDL933_RS01750	9	13	29	42	29	25	235	64	171	63	58	50	92	145	124	81	93	750	77	81	48	59	37	48
EDL933_RS01755	0	1	22	6	10	6	19	2	16	11	0	10	34	35	11	26	5	32	12	23	2	18	6	9
EDL933_RS01760	0	0	13	1	6	2	12	0	7	9	1	8	17	21	2	14	0	18	9	11	3	17	3	5
EDL933_RS01765	0	2	13	6	6	7	29	9	51	14	13	2	59	109	32	10	34	163	17	17	12	44	10	22
EDL933_RS01770	1	16	21	5	23	12	16	7	34	23	24	9	17	45	10	19	6	76	8	11	9	46	16	39
EDL933_RS01775	8	24	68	104	40	56	329	143	49	110	74	392	23	54	190	18	14	85	31	26	17	58	54	51
EDL933_RS01780	19	31	90	175	70	83	604	231	99	156	154	629	70	124	290	53	42	202	56	47	25	97	76	53
EDL933_RS01785	9	24	42	77	27	36	357	138	73	72	94	348	60	81	170	65	35	190	39	32	21	51	42	40
EDL933_RS29150	0	2	5	8	1	7	26	10	19	4	5	13	19	14	7	5	6	21	8	1	1	8	8	5
EDL933_RS01795	0	1	2	4	1	5	2	0	3	0	3	4	4	4	1	0	0	8	3	0	1	5	1	3
EDL933_RS01800	0	0	1	4	3	2	13	0	14	7	2	2	22	16	1	8	4	28	2	4	1	11	1	12
EDL933_RS01805	0	4	10	7	8	7	27	2	31	19	6	10	37	40	13	10	6	38	9	13	3	18	6	20
EDL933_RS01810	2	3	7	1	2	1	7	5	24	18	1	1	27	15	3	3	2	10	2	6	2	9	5	12
EDL933_RS01815	1	5	19	11	8	13	18	0	36	23	0	6	40	38	7	15	11	76	25	19	8	25	16	14
EDL933_RS01820	0	3	9	8	2	6	8	0	14	22	0	3	9	12	5	11	6	42	25	15	5	17	7	10
EDL933_RS01830	11	22	67	15	31	27	164	35	66	1105	67	98	61	102	121	260	424	1983	363	385	189	237	191	167
EDL933_RS01835	118	160	345	131	253	210	1147	236	428	8120	616	710	239	476	769	2088	2837	13885	2531	2395	968	1648	1294	1226
EDL933_RS01840	121	151	357	164	225	249	1205	254	466	8968	769	912	240	600	677	2699	3017	15797	2355	1842	754	1640	1414	1250
EDL933_RS01845	57	61	159	78	95	96	547	126	198	3131	369	488	93	222	244	1278	1135	5892	701	492	245	567	560	468
EDL933_RS01850	118	116	269	100	194	164	728	156	334	3418	254	384	186	276	277	2903	2153	12053	1649	1069	543	938	693	742
EDL933_RS01855	83	145	324	141	186	165	447	127	660	840	219	280	537	824	209	589	606	2979	535	519	236	461	337	439
EDL933_RS01860	38	96	208	120	158	138	272	72	509	593	139	164	598	622	148	190	192	1092	225	308	94	258	217	210
EDL933_RS01870	0	1	12	2	1	1	5	0	8	7	2	2	12	4	0	2	9	15	2	1	3	1	1	3
EDL933_RS01875	1	4	8	6	3	6	13	5	10	9	10	10	8	12	8	4	8	49	3	6	2	2	1	4
EDL933_RS01880	2	1	4	3	2	11	7	8	1	1	3	2	9	16	3	1	5	24	3	2	2	3	0	5
EDL933_RS01885	2	4	14	6	3	12	13	12	34	15	15	13	31	25	8	4	6	59	11	12	9	12	15	12
EDL933_RS01890	4	3	14	10	12	6	36	7	81	9	3	10	44	58	15	18	17	102	22	15	5	41	37	28
EDL933_RS01895	2	1	5	3	3	5	11	8	78	13	1	4	30	40	4	12	14	89	8	8	1	23	26	32
EDL933_RS29155	1	1	6	2	2	7	7	5	59	11	1	4	21	28	2	8	6	54	10	4	1	6	5	19
EDL933_RS01900	7	2	13	4	4	2	14	6	51	20	4	2	28	41	10	12	14	80	11	10	2	18	4	17
EDL933_RS01905	16	14	61	27	39	39	43	32	178	83	55	29	120	150	42	37	32	195	36	53	26	67	58	59
EDL933_RS01910	7	12	33	19	19	4	63	4	54	13	2	8	40	69	17	5	6	28	9	10	8	53	28	45
EDL933_RS01915	287	185	853	104	246	24	1240	185	169	49	189	68	125	227	219	43	31	216	47	18	15	758	368	570
EDL933_RS01920	27	50	88	22	42	10	192	52	42	22	13	16	51	49	36	17	8	53	15	7	6	137	84	99
EDL933_RS01925	56	64	197	27	73	16	615	57	131	63	42	17	125	126	94	33	50	217	44	46	25	312	195	296
EDL933_RS01930	41	40	120	31	55	19	350	33	124	47	39	36	109	129	88	61	62	339	53	48	29	294	143	254
EDL933_RS01935	66	126	337	165	159	133	707	122	492	412	372	284	292	479	282	390	369	2304	297	456	205	611	320	440
EDL933_RS01940	89	115	335	140	191	132	1033	176	700	396	292	196	452	634	410	544	501	3243	328	464	168	1037	675	833
EDL933_RS01945	1	2	4	2	5	8	26	16	62	9	0	4	67	86	4	5	8	48	39	27	3	16	6	9
EDL933_RS01955	7	10	47	35	35	41	28	33	199	60	17	38	271	227	17	14	15	68	26	44	12	82	52	72
EDL933_RS01960	4	7	13	8	19	11	32	10	106	38	7	12	106	161	24	39	48	267	18	27	20	196	71	123
EDL933_RS01965	9	12	25	16	13	6	10	4	83	7	6	13	82	103	6	25	42	168	13	13	4	130	61	108
EDL933_RS01970	1	2	16	5	13	8	12	4	59	15	10	13	36	40	5	20	5	66	17	17	6	33	19	7
EDL933_RS01975	0	2	13	0	8	2	5	8	35	15	8	6	46	27	9	1	6	56	5	7	1	12	15	11
EDL933_RS01980	4	6	16	10	10	10	13	5	76	27	16	14	81	56	22	13	10	80	12	15	5	27	16	20
EDL933_RS01985	14	6	45	22	31	23	41	16	152	48	17	24	91	119	26	67	41	295	34	39	21	54	43	46
EDL933_RS01990	30	77	107	72	110	74	155	55	150	286	66	87	133	207	135	139	110	1041	2043	2260	1474	104	82	88
EDL933_RS01995	71	135	237	181	226	165	357	105	554	557	186	198	454	537	249	339	270	2330	3253	3726	2083	268	233	268
EDL933_RS02000	25	38	129	60	64	82	97	34	168	160	52	86	166	166	41	101	85	543	731	794	406	109	105	125
EDL933_RS02005	0	5	10	5	10	8	9	4	55	11	8	5	44	43	4	17	9	33	48	34	17	9	7	13
EDL933_RS02010	1	8	18	9	18	12	18	17	31	17	7	8	17	29	9	18	8	65	22	47	20	10	15	10
EDL933_RS02015	1	5	19	4	16	16	21	21	59	28	6	9	43	61	4	32	22	125	37	49	16	22	24	24
EDL933_RS02020	7	7	22	12	13	5	58	16	72	21	121	23	36	106	13	25	26	164	50	48	17	42	15	28
EDL933_RS02025	3	3	20	9	9	18	68	28	143	29	201	33	145	176	19	22	19	127	42	31	10	47	12	22
EDL933_RS02030	26	17	68	45	40	23	254	93	169	142	888	253	150	201	60	62	30	277	72	54	34	112	70	57
EDL933_RS02035	34	47	104	92	93	77	182	81	325	255	132	161	250	296	131	104	85	608	148	192	82	212	150	131
EDL933_RS02040	11	22	57	38	36	40	80	26	189	89	29	36	140	137	33	63	75	423	78	86	44	110	62	111
EDL933_RS02045	9	23	42	75	39	46	57	14	168	90	35	43	120	152	49	66	60	390	101	57	42	164	58	90
EDL933_RS02050	16	19	52	39	34	15	23	2	34	69	18	27	33	32	19	34	77	282	48	18	15	100	37	67
EDL933_RS02055	3	3	18	6	11	11	9	6	46	9	6	9	22	29	6	23	9	46	11	15	7	30	29	38
EDL933_RS02060	4	9	8	3	3	2	18	7	40	14	6	5	37	37	6	12	8	53	21	8	8	25	15	14
EDL933_RS02065	3	11	19	7	7	23	20	3	40	26	11	10	32	35	5	10	22	69	22	15	7	17	26	17
EDL933_RS02070	1	3	14	9	1	13	15	2	34	14	11	13	25	35	13	5	11	73	9	32	9	20	15	16
EDL933_RS02075	9	7	9	8	6	10	24	6	59	17	13	7	31	52	14	8	15	100	13	37	10	35	14	11
EDL933_RS02080	0	2	14	9	7	12	20	4	50	16	6	6	39	41	16	13	14	114	12	18	4	29	17	21
EDL933_RS02085	5	13	24	15	17	18	34	3	55	26	11	12	68	57	17	18	31	190	21	26	10	61	47	42
EDL933_RS02090	37	81	179	203	153	160	403	110	307	694	166	343	295	267	168	122	105	699	296	318	189	263	182	207
EDL933_RS02095	91	197	394	246	301	354	549	87	310	6455	1866	892	442	526	264	110	88	668	351	333	198	419	271	308
EDL933_RS02100	318	543	1089	813	932	1365	1905	316	798	16838	7214	3711	921	1147	1064	259	222	1761	730	824	465	1303	929	765
EDL933_RS02105	94	233	441	360	390	534	788	111	405	6991	3040	1915	470	603	519	90	108	692	324	316	229	520	340	264
EDL933_RS02110	66	182	530	14	170	21	241	13	110	55	147	79	97	116	57	46	32	187	50	44	20	1063	642	639
EDL933_RS02115	122	234	662	30	252	25	275	27	142	29	199	78	163	170	74	38	25	185	51	29	23	1535	1025	1015
EDL933_RS02120	154	543	1091	62	542	11	449	68	96	64	467	140	65	95	93	21	11	97	39	29	10	2497	1851	1562
EDL933_RS02125	121	371	846	52	374	19	278	28	98	52	223	84	53	73	56	14	13	87	32	33	11	1947	1546	1362
EDL933_RS02130	45	73	180	223	108	97	164	49	180	127	57	112	98	107	55	31	19	161	33	35	21	339	204	251
EDL933_RS02135	94	84	266	337	164	94	85	28	85	256	61	360	56	62	36	24	8	106	37	29	8	334	243	268
EDL933_RS02140	12	10	16	8	10	12	14	0	49	16	3	11	36	66	10	95	135	2524	243	103	39	13	14	3
EDL933_RS02145	4	5	13	4	7	12	10	0	28	15	9	11	42	36	8	57	109	1378	207	133	34	20	10	3
EDL933_RS02150	3	0	11	7	12	6	3	7	37	13	11	21	49	24	10	56	55	699	231	151	37	15	12	6
EDL933_RS02155	6	6	30	35	35	21	41	25	148	77	13	27	133	133	21	81	86	1007	393	280	71	50	39	30
EDL933_RS02160	177	324	583	707	610	655	1252	459	2453	2098	862	1099	1680	1867	775	401	321	2303	639	926	509	880	608	693
EDL933_RS02165	74	76	272	138	128	86	345	146	1489	302	148	198	1291	1550	195	404	412	2479	417	344	182	271	249	287
EDL933_RS02170	2	16	29	13	16	16	14	3	109	28	6	15	77	92	12	14	17	81	33	23	14	41	23	28
EDL933_RS02175	68	115	241	141	169	143	149	32	403	324	107	209	494	508	82	108	137	649	161	191	85	360	230	217
EDL933_RS02185	306	427	711	396	572	302	322	78	956	491	158	208	695	1056	254	240	206	1176	283	283	175	943	661	670
EDL933_RS02190	170	261	547	301	364	277	360	79	1518	456	150	225	1405	1707	218	264	223	1542	330	389	201	625	523	534
